Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota,Geocoding_Status
Kupi Aceh 88,cafe,acehnese,-6.296404199999999,106.84087909999998,Jalan Tanjung Barat,Jakarta Selatan,success
Merica Asian & Western Restaurant,restaurant,indonesian;chinese;western,-6.2023726,106.8014933,Jalan Jenderal Gatot Subroto,"Petamburan, Tanah Abang, Central Jakarta",skip
Bakmi Boy Santa,restaurant,,-6.2416411,106.8102194,Jalan Cikajang,Jakarta Selatan,success
Roti Maryam Salman,bakery,,-6.3911188,106.8214253,Jalan Stasiun Depok Baru,Depok City,skip
Warung Bakso Gio,fast_food,,-6.396761999999999,106.8191056,Jalan Pelenongan Sejajar Rel,Depok City,skip
RM Teratai Jaya,restaurant,regional,-6.3917161,106.8210002,Jalan Pelenongan Sejajar Rel,Depok City,skip
Mie Ayam Bakso Tito,cafe,regional,-6.394905600000001,106.8183495,Jalan Mesjid Lio,Depok City,skip
Ayam Bakar Mas Karso,cafe,chicken,-6.3948463,106.8183555,Jalan Mesjid Lio,Depok City,skip
Warkop Gaul,cafe,coffee_shop,-6.393521699999999,106.8204225,Jalan Pelenongan Sejajar Rel,Depok City,skip
Alfamart Lio,convenience,,-6.3949834,106.8182247,Jalan Masjid Lio,Depok City,skip
Warkop Gunung City,cafe,coffee_shop,-6.3965591,106.8192221,Jalan Pelenongan Sejajar Rel,Depok City,skip
Mie Aceh Serambi,cafe,regional,-6.3953038,106.8196573,Jalan Pelenongan Sejajar Rel,Depok City,skip
Bakso Rudal Mie Ayam Wonogiri,cafe,regional,-6.3988399,106.81755069999998,Jalan Masjid Lio,Depok,success
Geray Cafe,cafe,,-6.394610199999999,106.8143171,Nusantara Raya,Depok City,skip
Bakso Kuah & Bakar Moro Seneng,cafe,regional;Bakso,-6.3753782,106.8495719,Duta Indah 5,Depok,skip
Warung Edi,cafe,,-6.372374700000001,106.84941159999998,Jalan Metro Duta Raya,Depok,success
Warung Soesoe,cafe,,-6.3724866,106.8494184,Jalan Metro Duta Raya,Depok,success
Nasi Goreng Jangkung,restaurant,,-6.3724187,106.84941569999998,Jalan Metro Duta Raya,Depok,success
Roti Bakar Jangkung,cafe,,-6.372448,106.84941569999998,Jalan Metro Duta Raya,Depok,success
Grocery Outlet,supermarket,,-6.3722567,106.84930169999998,Jalan Duta Raya,Depok,success
C n' C,bakery,,-6.3752972,106.8497883,Jalan Duta Indah V,Depok,success
Nasi Goreng Ojolali,restaurant,,-6.3723396,106.84929669999998,Raya Pondok Duta,Depok,success
Delico,cafe,coffee_shop;bakery,-6.231071,106.8278082,Dr Ide Anak Agung Gde Agung,DKI Jakarta,skip
Restoran Padang Sederhana Sudirman Park,restaurant,indonesian,-6.205184699999999,106.8169863,Jalan KH. Mas Mansyur,Jakarta Pusat,success
Bengawan Solo,cafe,coffee_shop,-6.2652691,106.88538359999998,Jalan Halim Perdanakusuma,East Jakarta,success
Holycow! Steak,restaurant,steak_house,-6.265327699999999,106.8851529,Jalan Halim Perdanakusuma,East Jakarta,success
Chief,cafe,coffee,-6.238091399999999,106.808936,Jalan Ciragil I,Jakarta Selatan,success
Doppio,cafe,coffee,-6.2388714,106.80930119999998,Jalan Ciragil II,Jakarta Selatan,success
Ice Only,cafe,sandwich;ice_cream;arab,-6.360147,106.8165614,Jalan Kukusan Raya,Depok,success
Green T Cafe,cafe,food & beverage,-6.3653117,106.8298142,Jalan Professor Doctor Nugroho Notosusanto,Depok,success
Cato Coffee,coffee,,-6.3653263,106.82978869999998,Jalan Professor Doctor Nugroho Notosusanto,Depok,success
Plataran Dharmawangsa,restaurant,indonesian,-6.2544272,106.8025946,Jalan Dharmawangsa Raya,Jakarta Selatan,success
Gado Gado Boplo,restaurant,,-6.217665099999999,106.819599,Jalan Prof. Dr. Satrio,Jakarta Selatan,success
The Nyaman Jakarta,hotel,,-6.2370184,106.8497366,Jalan Tebet Barat VIII,"Tebet Barat, South Jakarta",skip
JimBARan Lounge,restaurant,,-6.209032100000001,106.8198016,Jalan Jenderal Sudirman,Jakarta Pusat,success
Madagaskar,restaurant,,-6.225894299999998,106.80024059999998,Jalan New Delhi,Jakarta Pusat,success
Holiday Inn Express Jakarta Matraman,hotel,,-6.202949299999999,106.8577566,Jl Matraman Raya,Jakarta,skip
KitaMart,convenience,,-6.334875599999999,106.8500611,Jalan Puskesmas,Jakarta Timur,success
EssenMart,convenience,,-6.251731200000001,106.861839,Jalan Pancoran Riverside Apartment,Jakarta Selatan,success
Teras Paris,restaurant,indonesian;regional,-6.2516188,106.8615072,Jalan Pengadegan Timur I,Jakarta Selatan,success
Jing Jing,cafe,thai,-6.2513981,106.8616082,Jalan Pengadegan Timur I,Jakarta Selatan,success
Makciak Masakan Padang,restaurant,indonesian,-6.251259,106.861775,Jalan Pengadegan Timur I,Jakarta Selatan,success
Good Hood,cafe,,-6.2025844,106.80091229999998,Jalan Jenderal Gatot Subroto,Jakarta Pusat,success
Business Mart,convenience,,-6.205955299999999,106.8181052,,Jakarta Pusat,success
Food Court Menara BNI,food_court,,-6.2041514,106.8021114,Jalan Pejompongan V,Jakarta Pusat,success
Loving Hut,restaurant,international,-6.218355299999999,106.86855409999998,Jl. Jatinegara Timur II,Jakarta Timur,success
Hotel Kuretakeso Kemang,hotel,,-6.254041299999998,106.81426810000002,"Jalan Bangka Raya no 7, Kuretakeso Hotel Kemang,",Jakarta Selatan,skip
Tess,cafe,regional,-6.2546318,106.82380759999998,abc,Jakarta,skip
Reddoorz Plus Thamrin,hotel,,-6.2008995,106.8235909,Jalan Blora,Jakarta Pusat,success
Kalasey,restaurant,indonesian,-6.201153499999999,106.8223375,Jalan Plaju,Jakarta Pusat,success
Ikan Tude Manado,restaurant,indonesian,-6.2019682,106.8234076,Jalan Blora,Jakarta Pusat,success
Rice & Cheese,restaurant,,-6.2165328,106.8193039,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Upscale Suites,hotel,,-6.216499899999999,106.8194447,Jalan Bek Murad,Jakarta Selatan,success
Sudut Sedjenak - Tebet,cafe,coffee_shop,-6.222738799999999,106.846999,Jalan Dokter Saharjo,DKI Jakarta,skip
Ambhara Hotel Jakarta,hotel,,-6.2433604,106.803287,Jalan Iskandarsyah Raya,South Jakarta,skip
Four Seasons,hotel,,-6.2326611,106.8194693,Jalan Poncol Gang II,Jakarta Selatan,success
Lime Café & Bar,cafe,,-6.227255199999999,106.8195651,Jalan Matriks,Jakarta Selatan,success
Mana Healing Food,restaurant,,-6.2280133,106.82534909999998,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Studio Coffee,cafe,coffee_shop,-6.222824699999999,106.8469856,Jalan Doktor Saharjo,DKI Jakarta,skip
Ayaka Suites,hotel,,-6.2210362,106.8241716,Jalan Karet Pedurenan Raya,Jakarta Selatan,success
Three Little Pigs,fast_food,,-6.2210566,106.8204542,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Duwe,cafe,,-6.2229487,106.82202979999998,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Street Kings,fast_food,,-6.224123399999999,106.8230656,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Tijlada,restaurant,thai,-6.224259299999999,106.8235618,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Ruth's Chris Steak House,restaurant,american;steak_house,-6.224501999999999,106.8235832,Jalan Mega Kuningan Barat X,Jakarta Selatan,success
Sop Iga,fast_food,,-6.2297686,106.852403,Jalan Tebet Utara I,Jakarta Selatan,success
AUTOKOFFIE,cafe,coffee_shop,-6.2405908,106.8543759,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Kantin DIPO TOWER,food_court,,-6.2024822,106.8009639,Jalan Jenderal Gatot Subroto,Jakarta Pusat,success
Rumah Makan Ageng,restaurant,,-6.2421299,106.8521148,Jalan Tebet Barat Dalam X,Jakarta Selatan,success
Bright Cafe,cafe,,-6.242306899999999,106.85238499999998,Jalan Tebet Barat Dalam X,Jakarta Selatan,success
Warung Solo,restaurant,,-6.241905599999999,106.8509258,Jalan Tebet Barat XIII A,Jakarta Selatan,success
Waroeng Bella-1995,restaurant,,-6.240291099999999,106.8476133,Jalan Tebet Barat Dalam,Jakarta Selatan,success
Pempek Ibu Sulastri,restaurant,,-6.239827200000001,106.8483375,Jalan Tebet Barat Dalam VIII D,Jakarta Selatan,success
Tam's,bakery,,-6.2327674,106.8506871,Jalan Tebet Barat III,Jakarta Selatan,success
Kila Kila,restaurant,indonesian,-6.223597,106.8108268,Sudirman Central Business District Southway,Jakarta Selatan,success
Gelato Secrets,ice_cream,,-6.231402899999999,106.8098451,Sudirman Central Business District Southway,Jakarta Selatan,success
Pison,cafe,indonesian,-6.233563999999999,106.8118782,Jalan Kertanegara,Jakarta Selatan,success
Okuzono Japanese Dining,restaurant,japanese,-6.233563999999999,106.8120271,Jalan Kertanegara,Jakarta Selatan,success
Kella Kella,restaurant,indonesian,-6.202311600000001,106.8008089,Jalan Jenderal Gatot Subroto,Jakarta Pusat,success
Kopi Wolu,cafe,,-6.2023619,106.8007785,Jalan Jenderal Gatot Subroto,Jakarta Pusat,success
Caffe Bene,cafe,,-6.227582,106.82626229999998,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Chaiholics,cafe,,-6.227250699999999,106.8272123,Jalan Mega Kuningan Timur,Jakarta Selatan,success
Sailendra,restaurant,,-6.227205999999999,106.8271368,Jalan Mega Kuningan Timur I,Jakarta Selatan,success
Blu Martini,bar,,-6.227288099999999,106.8273102,Jalan Mega Kuningan Timur,Jakarta Selatan,success
Pearl,restaurant,,-6.2273436,106.82751969999998,Jalan Mega Kuningan Timur,Jakarta Selatan,success
Asuka,restaurant,,-6.227251999999999,106.82751779999998,Jalan Mega Kuningan Timur,Jakarta Selatan,success
The Rosemary,pub,,-6.2179051,106.8181745,Jalan Masjid Hidayatullah,Jakarta Selatan,success
Little India Restaurant,restaurant,,-6.2275512,106.8265796,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Bakso Solo,restaurant,,-6.217033999999999,106.8193875,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Flynn,restaurant,,-6.227436199999999,106.8262225,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
KOI Mega Kuningan,restaurant,,-6.226657499999999,106.8254979,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Outback Steakhouse,restaurant,american;steak,-6.2246883,106.82905019999998,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Kebab Monster,fast_food,,-6.2289689,106.8226222,Jalan Perintis,Jakarta Selatan,skip
Eat and Eat,food_court,,-6.2226949,106.8429118,Jalan Menteng Pulo,Jakarta Selatan,success
404 Korean Snack Bar,restaurant,korean,-6.2165843,106.8191467,Jalan Profesor Dokter Satrio,Jakarta Selatan,skip
Ayam Bakar Samrat,restaurant,,-6.2169643,106.8193691,Jalan Profesor Doktor Satrio,Jakarta Selatan,success
Cacamarica,restaurant,indonesian,-6.230289299999999,106.82579309999998,Jalan Mega Kuningan Barat,Jakarta Selatan,success
Pizza E Birra,restaurant,,-6.214825199999999,106.8298851,Jalan Setiabudi Selatan Raya,Jakarta Selatan,success
Metro,cafe,coffee_shop,-6.2010732,106.82235289999998,Jalan Plaju,Jakarta Pusat,success
Arkamaya Kitchen,restaurant,indonesian,-6.202348099999999,106.800845,Jalan Jenderal Gatot Subroto,Jakarta Pusat,success
"Nasi Uduk ""Emak"" Guru Mughni",restaurant,indonesian,-6.229615999999999,106.82192589999998,Jalan Guru Mughni,Jakarta Selatan,success
La Posta,restaurant,argentinian,-6.207960999999999,106.8188843,Jalan Karet Pasar Baru Timur V,Jakarta Pusat,success
Waki,restaurant,japanese,-6.201226199999999,106.82231969999998,Jalan Tanjung Karang,Jakarta Pusat,success
Tanoniha Coffee Shelter,cafe,,-6.230362999999999,106.8215947,Jalan SD Kuningan,Jakarta Selatan,success
Es Podeng,ice_cream,,-6.206298499999999,106.80755969999998,Jalan Pejompongan Baru,Jakarta Pusat,success
Nasi Gudeg Bu A’am,restaurant,,-6.2060988,106.8077178,Jalan Pengairan,Jakarta Pusat,success
TORICO,restaurant,,-6.2212041,106.8333991,Jalan Hajjah R. Rasuna Said,Jakarta Selatan,success
Kiri Desu,cafe,,-6.221132600000001,106.8333089,Pasar Festival Access Road,Jakarta Selatan,success
Fore Coffee,cafe,,-6.2214736,106.8335048,Jalan Hajjah R. Rasuna Said,Jakarta Selatan,success
Xi Bo Ba,cafe,,-6.220406599999999,106.832938,Jalan Hajjah R. Rasuna Said,Jakarta Selatan,success
VIN+,bar,,-6.2248624,106.8012176,Jalan New Delhi,Jakarta Pusat,success
Prohibition Asia,bar,,-6.224726,106.8014475,Jalan New Delhi,Jakarta Pusat,success
Kinokawa,restaurant,japanese,-6.227422,106.80954339999998,Sudirman Central Business District Northway,Jakarta Selatan,success
Mr. Park,restaurant,korean,-6.2286459,106.8093207,Sudirman Central Business District Northway,Jakarta Selatan,success
Social Affair,restaurant,indonesian,-6.2915424,106.8003688,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
Genki Sushi,restaurant,sushi,-6.2916664,106.80044669999998,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
Holy Cow!,restaurant,grill;bbq,-6.2915192,106.80071169999998,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
MAKO Cake and Bakery,bakery,,-6.201435399999999,106.8236011,Jalan Blora,Jakarta Pusat,success
Lo Mie Karet,restaurant,noodle,-6.216427499999999,106.8196072,Jalan Bek Murad,Jakarta Selatan,success
Mie Manado,restaurant,noodle,-6.2240159,106.82110459999998,Jalan Guru Mughni,"Karet Kuningan, South Jakarta",skip
Fore Coffee - COHIVE 101,cafe,coffee_shop,-6.2263677,106.82529220000002,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Go Food Festival CoHive 101,fast_food,,-6.226583699999999,106.8252439,Jalan Doktor Ide Anak Agung Gde Agung,Jakarta Selatan,success
Sate Kambing Batibul Bang Awi,restaurant,,-6.217481,106.8443653,Jalan Dokter Saharjo,Jakarta Selatan,success
Bakso Kota Cak Man,restaurant,,-6.2175281,106.8443728,Jalan Dokter Saharjo,Jakarta Selatan,success
WARUNG SATE SOLO IBU LIA,restaurant,,-6.218068999999999,106.8448179,Jalan Dokter Saharjo,Jakarta Selatan,success
Shisha Cafe Semanggi,cafe,middle_eastern;cafe;Restaurant,-6.2217975,106.8152486,"l. Gatot Subroto No.7, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan,",DKI Jakarta,skip
Shisha Cafe Citos,cafe,middle_eastern;lebanese;arabic,-6.2917359,106.8003556,"Town Square, Jl. TB Simatupang No.17, RT.2/RW.1, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",South Jakarta,skip
Kim Sat Gat,restaurant,korean,-6.2346412,106.8156438,Jalan Senayan,Jakarta Selatan,success
Fortis,cafe,coffee_shop,-6.2126687,106.8038638,Jalan Gerbang Pemuda,Jakarta Pusat,success
Ippudo,restaurant,ramen,-6.21272,106.8035956,Jalan Gerbang Pemuda,Jakarta Pusat,success
Gyu-Kaku,restaurant,japanese;barbecue,-6.2122847,106.8038939,Jalan Gerbang Pemuda,Jakarta Pusat,success
Kakatuwa Cofee & Drinks,cafe,coffee_shop;indonesian;snack,-6.233164199999999,106.8323775,Jalan Hajjah R. Rasuna Said,jakarta Selatan,skip
Taco Bell,fast_food,tex-mex,-6.2331773,106.8117589,Jalan Senopati,Jakarta Selatan,success
Fan Fries,fast_food,friture,-6.227556599999999,106.809888,Sudirman Central Business District Southway,Jakarta Selatan,success
VhetStore,supermarket,,-6.2997621,106.84265759999998,"Jalan Mekar RT 006/004, Tanjung Barat",Jakarta Selatan,skip
Kost Pusat Kota Jakarta,guest_house,,-6.202658499999999,106.8081264,Pam Baru VI,Jakarta Pusat,skip
Alfamidi Pepaya,supermarket,,-6.3217699,106.8187694,Jalan Pepaya Raya,Jakarta Selatan,success
Indomaret Kebagusan,convenience,,-6.3213107,106.8251838,Jalan Kebagusan Raya,Jakarta Selatan,success
Alfamidi Kelapa Peon,convenience,,-6.318424099999999,106.8249121,Jalan Mangga,Jakarta Selatan,success
Indomart Kelapa Peon,convenience,,-6.3179285,106.8251126,Jalan Kebagusan Raya,Jakarta Selatan,success
Alfamart Kebagusan,convenience,,-6.321249600000001,106.8255276,Jalan Kebagusan Raya,Jakarta Selatan,success
Alfamart Raya Jagakarsa,convenience,,-6.328639299999999,106.8244396,Griya Ihsani IV,Jakarta Selatan,success
Toko Pangan Lestari,convenience,,-6.317266999999999,106.8161809,Jalan Durian,Jakarta Selatan,success
Superindo Kahfi,supermarket,,-6.3133417,106.8124744,Gang Harapan 1,Jakarta Selatan,success
Nasrindo Toserba,supermarket,,-6.3092551,106.827219,Jalan Kebagusan III,Jakarta Selatan,success
Kedai Tikungan,food_court,,-6.3170961,106.8179286,Jalan Sagu,Jakarta Selatan,success
Alfamarta Kantor Kec. Jagakarsa,convenience,,-6.334713399999999,106.8215045,Jalan Sirsak,Jakarta Selatan,success
Alfamart RSUD Jagakarsa,convenience,,-6.3169136,106.8118462,Gang Haji Gofar,Jakarta Selatan,success
Otto Trattoria Italiana,restaurant,italian,-6.208737599999999,106.8184128,Jalan KH. Mas Mansyur,Central Jakarta,skip
Apartemen Margonda Residence 1,apartment,,-6.363929599999999,106.8344759,Jalan Raya Margonda,Depok,success
Mie Ayam Setapak,restaurant,noodles;mie_ayam,-6.2230195,106.8575251,Jalan Sawo Kecik V,DKI Jakarta,skip
Kartika One by Prasanthi,hotel,,-6.344385999999999,106.83380569999998,Jalan Gardu,Jakarta Selatan,success
SIXTY NINE BISTRO & LOUNGE,restaurant,,-6.3445249,106.83380049999998,Jalan Lenteng Agung Raya,Jakarta Selatan,success
Selasih,restaurant,,-6.2388805,106.8105737,Jalan Robert Wolter Monginsidi,Jakarta Selatan,success
Sajiwa Coffee & Tea,cafe,coffee_shop;teahouse;cafe,-6.208207,106.8325878,Jalan Halimun Raya,South Jakarta,skip
38 Prima Hotel,hotel,,-6.242795699999999,106.8014996,Jalan Palatehan I,"Melawai, Kby. Baru, South Jakarta",skip
Global Cake & Bakery,bakery,,-6.3316221,106.82877929999998,Jalan Jeruk,Jakarta Selatan,success
Warung Nasi Sopo Nyono Karet Kuningan,restaurant,,-6.217769599999999,106.8239059,Gang Anggrek,Jakarta Selatan,success
Warung MJS Setiabudi,restaurant,,-6.208864299999998,106.8268226,Jalan Setiabudi Tengah,Jakarta Selatan,success
Mie Keriting Luwes,restaurant,noodle,-6.2023924,106.82454049999998,Jalan Kendal,Jakarta Pusat,success
Kopi Kotak - Tebet Barat,cafe,,-6.238863,106.8491398,Jalan Tebet Barat IX,Jakarta Selatan,success
Restoran Pagi Sore Tebet,restaurant,,-6.2246828,106.84707899999998,Jalan Dokter Saharjo,Jakarta Selatan,success
Kopi Bajawa Flores - Tebet Timur,cafe,,-6.2322751,106.8562878,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Warunk Upnormal - Tebet,cafe,,-6.2258265,106.8575323,Jalan K. Haji Abdul Syafi'ie,Jakarta Selatan,success
Restaurant Hadramout,restaurant,,-6.206122599999999,106.8486544,Jalan Tambak,Jakarta Pusat,success
RM Sinar Minang Stasiun Jatinegara,restaurant,,-6.2157499,106.8703912,Jalan Bekasi Barat I,Jakarta Timur,success
Asinan Betawi Asymuni - H Udin - Hj Tati,restaurant,,-6.2117156,106.8670998,Jalan Pisangan Baru Tengah Raya,Jakarta Timur,success
Pochajjang ITC Depok Margonda,restaurant,,-6.393728000000001,106.82328189999998,Jalan Raya Margonda,Depok,success
Kopi Nako - Depok,cafe,,-6.396962799999999,106.8205295,Jalan Raya Margonda,Depok,success
Kopi Kotak Margonda Depok - Pondok Cina,cafe,,-6.361758799999999,106.8336924,Jalan Raya Margonda,Depok,success
Oi Coffee Eatery - Tugu,cafe,,-6.354218299999999,106.8367235,Jalan Komjen Polisi Mohammad Jasin,Depok,success
Sate Padang Ajo Ramon,restaurant,,-6.241667999999999,106.8104485,Jalan Cikajang,Jakarta Selatan,success
Fortune Hotel SPA & Lounge,hotel,,-6.253720199999998,106.80013429999998,Jalan Darmawangsa III,Jakarta Selatan,success
Kopi Nako - Tebet,cafe,,-6.242000199999998,106.8524815,Jalan Tebet Barat Raya,Jakarta Selatan,success
Cafe Kitsune - Ashta District 8,cafe,,-6.230129799999999,106.8070996,Jalan Senopati,Jakarta Selatan,success
Titik Temu Coffee - Cipete,cafe,,-6.278045999999999,106.8076627,Jalan Cipete Raya,Jakarta Selatan,success
Djournal Coffee,cafe,coffee_shop,-6.244324799999999,106.8028953,Jalan Iskandarsyah II,Jakarta Selatan,success
Point Coffee,cafe,coffee_shop,-6.247331,106.8667853,Jalan Arus,Jakarta Timur,success
RM Pagi Sore Jeruk Purut,restaurant,,-6.279063399999999,106.8131129,Jalan Benda Raya,Jakarta Selatan,success
Roti Bakar Kemang - Pejaten Barat,bakery,,-6.27563,106.8208243,Jalan Ampera Raya,Jakarta Selatan,success
Mercure Jakarta Gator Subroto,hotel,,-6.239611599999999,106.8307322,Jalan Jenderal Gatot Subroto,Jakarta Selatan,success
GP Mega Kuningan Hotel,hotel,,-6.2284262,106.8282544,Jalan Mega Kuningan Timur II,Jakarta Selatan,success
Holywings Rooftop Megkun - Kuningan Timur,restaurant,,-6.229068100000001,106.8240651,Jalan Mega Kuningan Barat III,Jakarta Selatan,success
Omdc Kitchen By Chef Toto Mampang - Kalibata,restaurant,,-6.269116399999999,106.83112559999998,Jalan Buncit Raya,Jakarta Selatan,success
Wayang Cafè,restaurant,,-6.2398502,106.8309659,Jl. Kapten Tendean,Jakarta Selatan,success
Bruen Coffee Kitchen,cafe,asian,-6.2325768,106.8760141,Gang Haji Wahab,Jakarta Timur,success
Yamiku,restaurant,,-6.2239308,106.8982754,Jalan Cipinang Muara II,Jakarta Timur,success
The Harvest Express,cafe,,-6.239395799999999,106.8323658,Jalan Jenderal Gatot Subroto,Jakarta Selatan,success
Aloft Jakarta Simatupang,hotel,,-6.2917317,106.8161961,Jalan Tahi Bonar Simatupang,Jakarta Selatan,success
Imperial Cakery,cafe,,-6.218638199999999,106.8317128,Jalan Hajjah R. Rasuna Said,Jakarta Selatan,success
Tahta Coffee Mayapada Hospital Kuningan,cafe,,-6.2185338,106.8316997,Jalan Hajjah R. Rasuna Said,Jakarta Selatan,success
Bakso Wonogiri Belakang Masjid Al Bakrie,restaurant,asian,-6.2193044,106.83796429999998,Jalan Menteng Atas Barat,Jakarta Selatan,success
The Garrison - Kemang,restaurant,,-6.255530299999999,106.8141016,Jalan Kemang Raya,Jakarta Selatan,success
Solaria - Rumah Sakit Polri Jakarta,restaurant,,-6.2689961,106.8699218,Jalan R. S. Polri,Jakarta Timur,success
Bakso Son Haji Sony,restaurant,,-6.2804863,106.85527919999998,Gang Lapangan,Jakarta Timur,success
Imperial Tables - Rumah Sakit Siloam ASRI,restaurant,,-6.254380499999999,106.83243779999998,Jalan Duren Tiga Raya,Jakarta Selatan,success
Holand Bakery RS Polri,bakery,,-6.2690203,106.8700019,Jalan R. S. Polri,Jakarta Timur,success
Sate Ayam Sapi Prima Jasa,restaurant,,-6.2579575,106.86945149999998,Jalan Swadaya,Jakarta Timur,success
Sate Taichan Goreng Tebet,restaurant,,-6.2285003,106.8556056,Jalan Tebet Raya,Jakarta Selatan,success
Sate Padang Goyang Lidah,restaurant,,-6.2103392,106.8508574,Jalan Manggarai Utara I,Jakarta Selatan,success
The 101 Hotel,hotel,,-6.253912299999999,106.8018157,Jalan Dharmawangsa IX,Jakarta Selatan,success
Rasuna Garden Food Street,restaurant,,-6.2185309,106.8338541,Jalan Epicentrum Tengah,Jakarta Selatan,success
Raa Cha,restaurant,,-6.242918599999999,106.84804859999998,Jalan Letnan Jenderal MT Haryono,Jakarta Selatan,success
Nasi Uduk & Ulam Bunda Aldo,restaurant,daerahregional,-6.201876399999999,106.86049350000002,Jalan Kayu Manis Barat,Jakarta Timur,skip
The Orient Jakarta,hotel,,-6.215768299999999,106.8161664,Jalan Jenderal Sudirman,Jakarta Pusat,skip
Warkop Jeruk Purut,cafe,coffee_shop,-6.2796558,106.8158326,Jalan Madrasah Raya,Jakarta Selatan,success
Warteg Bahari Sentosa,restaurant,,-6.2748609,106.816123,Jalan Benda Raya,Jakarta Selatan,success
Teras Dharmawangsa,restaurant,,-6.2529801,106.80166239999998,Jalan Dharmawangsa IX,Jakarta Selatan,success
Sambal Jeruk Purut,restaurant,asian,-6.2790607,106.8145313,Jalan Benda Raya,Jakarta Selatan,success
Angkringan Tulung Agung,restaurant,asian,-6.274026,106.81630509999998,Jalan Benda Raya,Jakarta Selatan,success
Kos Bumi Sham Delapan,guest_house,,-6.2763261,106.814202,Gang Masjid Dalam II C,Jakarta Selatan,success
Henshin,bar,,-6.223980399999999,106.8338246,Jalan Epicentrum Selatan,Jakarta Selatan,success
Startup UFO Burger Cibubur,restaurant,burger,-6.3575807,106.8812209,Jalan Taruna Jaya,DKI Jakarta,skip
Shawarma Altayib,restaurant,international;regional;coffee_shop,-6.286181099999999,106.8632848,Jalan Pesantren Al' Bariyah,DKI Jakarta,skip
Mie Aceh Jaly-jaly,restaurant,coffee_shop;asian,-6.2388638,106.8452934,Jalan Profesor Dokter Supomo SH,Jakarta Selatan,success
Tamanteras,restaurant,,-6.2373163,106.8536555,Jalan Tebet Timur Raya,Jakarta Selatan,success
JONKIRA,restaurant,ramen,-6.2381724,106.8568949,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,skip
Lot 9 Satrio,restaurant,indonesian,-6.220352400000001,106.8206395,Jalan Profesor Dokter Satrio,Jakarta Selatan,success
Selawaktu Coffee,cafe,coffee_shop,-6.235501699999999,106.85710749999998,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,skip
Dapoer Keju Demplon,fast_food,burger;chicken;pasta;snack,-6.235588099999999,106.8580923,Jalan Tebet Timur Dalam VI F,Jakarta Selatan,skip
Ganesha Ek Sanskriti,restaurant,indian,-6.216674499999999,106.8141262,Jalan Bendungan Walahar,Jakarta Pusat,success
Sajian Selasar,restaurant,,-6.2344478,106.8569836,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,skip
Soto Mat Tjangkir Tebet,restaurant,,-6.2344307,106.8569824,Jalan Tebet Timur Dalam Raya,Jakarta Selatan,success
Agus Murdadi's Home,guest_house,,-6.269269499999999,106.8740437,"Jalan Masjid Al-Munir, RT 011 RW 003",Jakarta Timur,success
HEMA,restaurant,dutch,-6.2428168,106.8481404,Jalan Letnan Jenderal MT Haryono,Jakarta Selatan,success
Best Western Premier,hotel,,-6.2445572,106.8755794,Jalan D. I. Panjaitan,Jakarta Timur,success
Warteg Ridho Ibu,restaurant,,-6.242987199999999,106.8366968,Jalan Pancoran Barat XI A,Jakarta Selatan,success
Warung Kopi Bang Ari,cafe,,-6.2369413,106.8473008,Jalan Tebet Barat Dalam V,Jakarta Selatan,success
Nasi Goreng Goongser,restaurant,,-6.2790838,106.81566259999998,Jalan Benda Raya,Jakarta Selatan,success
Kamari Odd Space,cafe,,-6.2768929,106.8157238,Jalan Benda No 46 E,DKI Jakarta,skip
Butler's Steak,restaurant,steak_house,-6.2110976,106.8212704,Jalan Jenderal Sudirman,Jakarta Selatan,success
Gion,restaurant,sushi,-6.2112946,106.821133,Jalan Jenderal Sudirman,Jakarta Selatan,success
Beras Bintang Song,convenience,,-6.2766204,106.8140213,Jln. Benda Bawah gg. Masjid Dalam 2,Jakarta Selatan,success
